"State","District","Date","Year","Month","Avg_rainfall","Agency_name"
"Himachal Pradesh","Sirmaur","2023-10-18","2023","10","0.4283753284","NRSC VIC MODEL"
"Himachal Pradesh","Sirmaur","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Sirmaur","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Sirmaur","2023-10-24","2023","10","0.0805113727","NRSC VIC MODEL"
"Himachal Pradesh","Sirmaur","2023-10-25","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Sirmaur","2023-10-26","2023","10","0.00475969","NRSC VIC MODEL"
"Himachal Pradesh","Sirmaur","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Sirmaur","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Sirmaur","2023-10-29","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Sirmaur","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Sirmaur","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-01","2023","10","0.0010247776","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-10","2023","10","9.8442378537","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-15","2023","10","11.4982766096","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-16","2023","10","1.4199103822","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-17","2023","10","18.8135175083","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-18","2023","10","0.2636487039","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-24","2023","10","0.6692778542","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-25","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-26","2023","10","0.0026650082","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-29","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Solan","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-01","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-09","2023","10","0.0023028734","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-10","2023","10","9.0687785481","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-11","2023","10","0.0011532977","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-13","2023","10","0.0021109673","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-15","2023","10","11.1802199104","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-16","2023","10","0.2458067386","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-17","2023","10","8.0514139414","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-18","2023","10","0.1580760791","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-21","2023","10","0.0001919061","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-23","2023","10","0.0101235541","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-24","2023","10","0.0247649571","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-25","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-26","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-29","2023","10","0.0002594295","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-30","2023","10","0.0564203987","NRSC VIC MODEL"
"Himachal Pradesh","Una","2023-10-31","2023","10","0.0005757184","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-01","2023","10","0.0123603116","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-07","2023","10","0.1049535399","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-08","2023","10","0.0241560025","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-10","2023","10","14.0898746792","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-11","2023","10","0.39594877","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-12","2023","10","0.0675841506","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-13","2023","10","0.0042395355","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-14","2023","10","7.3406361242","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-15","2023","10","5.3147663143","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-16","2023","10","4.2233281927","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-17","2023","10","37.1015832168","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-18","2023","10","5.4906740539","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-21","2023","10","0.0100875683","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-23","2023","10","0.8204858941","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-24","2023","10","0.013005614","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-25","2023","10","0.0195461651","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-26","2023","10","0.0906267266","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-27","2023","10","0.1290647557","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-28","2023","10","0.7630741181","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-29","2023","10","0.032495836","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-30","2023","10","0.0112763883","NRSC VIC MODEL"
"Jammu & Kashmir","Anantnag","2023-10-31","2023","10","0.0785523439","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-01","2023","10","0.0996826559","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-07","2023","10","0.3344286827","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-08","2023","10","0.5054907961","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-10","2023","10","7.509640661","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-11","2023","10","0.1541094847","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-12","2023","10","0.2129147776","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-13","2023","10","0.0059814963","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-14","2023","10","10.8495041404","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-15","2023","10","2.1804797427","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-16","2023","10","5.4985913011","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-17","2023","10","18.4543593684","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-18","2023","10","8.3531270637","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-21","2023","10","0.0546232536","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-23","2023","10","1.2117670593","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-24","2023","10","0.0018203609","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-25","2023","10","0.012779142","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-26","2023","10","0.0214555679","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-27","2023","10","0.1785823765","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-28","2023","10","0.0531118911","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-29","2023","10","0.0461261583","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-30","2023","10","0.0265164885","NRSC VIC MODEL"
"Jammu & Kashmir","Bandipora","2023-10-31","2023","10","0.885495099","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-01","2023","10","0.2893996384","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-08","2023","10","0.11833393","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-10","2023","10","16.4855487247","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-11","2023","10","0.1359603075","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-12","2023","10","0.0015897389","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-14","2023","10","7.043319783","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-15","2023","10","0.8854332955","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-16","2023","10","3.3704891022","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-17","2023","10","23.4729092594","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-18","2023","10","18.8773092068","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-21","2023","10","0.0078925099","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-23","2023","10","0.8631759467","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-24","2023","10","0.5303303939","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-25","2023","10","1.3417576519","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-26","2023","10","0.6460307634","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-27","2023","10","0.03561841","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-28","2023","10","0.6326824793","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-29","2023","10","0.8281046671","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-30","2023","10","0.4432093339","NRSC VIC MODEL"
"Jammu & Kashmir","Baramulla","2023-10-31","2023","10","0.4396132252","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-01","2023","10","0.0056821661","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-07","2023","10","1.24129E-5","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-08","2023","10","0.0024085273","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-10","2023","10","13.2514945079","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-11","2023","10","0.1613659383","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-12","2023","10","0.0025214211","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-13","2023","10","9.548E-7","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-14","2023","10","2.9908338485","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-15","2023","10","3.9059737226","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-16","2023","10","0.8163488015","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-17","2023","10","16.4777471033","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-18","2023","10","8.6564837705","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-21","2023","10","0.09398559","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-23","2023","10","2.2053778022","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-24","2023","10","3.680798518","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-25","2023","10","3.4478291804","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-26","2023","10","3.5294820893","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-27","2023","10","0.0032734675","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-28","2023","10","1.9054233758","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-29","2023","10","2.6607477326","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-30","2023","10","3.3023023637","NRSC VIC MODEL"
"Jammu & Kashmir","Budgam","2023-10-31","2023","10","3.546565098","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-01","2023","10","0.4637646909","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-08","2023","10","0.2929926228","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-10","2023","10","21.8891251603","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-11","2023","10","0.0186201165","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-12","2023","10","0.0027028945","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-13","2023","10","0.0483007947","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-14","2023","10","1.822013505","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-15","2023","10","18.9695295957","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-16","2023","10","1.3060091759","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-17","2023","10","33.1872086413","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-18","2023","10","5.3977738176","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-21","2023","10","0.3580641475","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-23","2023","10","0.4012013245","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-24","2023","10","0.2511409446","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-25","2023","10","0.3087730818","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-26","2023","10","0.0630207229","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-27","2023","10","0.1718352805","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-28","2023","10","0.4140437664","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-29","2023","10","0.2616517244","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-30","2023","10","0.1919772384","NRSC VIC MODEL"
"Jammu & Kashmir","Doda","2023-10-31","2023","10","0.0619193707","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-01","2023","10","0.013966589","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-08","2023","10","0.0076746162","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-10","2023","10","14.5475560251","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-11","2023","10","0.0161570157","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-12","2023","10","0.0205946876","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-13","2023","10","0.0028152012","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-14","2023","10","8.5356261677","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-15","2023","10","4.4193113967","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-16","2023","10","1.108348541","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-17","2023","10","28.4415282078","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-18","2023","10","5.3260343053","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-23","2023","10","0.1322244695","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-24","2023","10","0.0014565106","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-25","2023","10","0.0003096504","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-26","2023","10","3.9486E-6","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-27","2023","10","0.2215355823","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-28","2023","10","0.0041184197","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-29","2023","10","5.9229E-6","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-30","2023","10","0.0098495823","NRSC VIC MODEL"
"Jammu & Kashmir","Ganderbal","2023-10-31","2023","10","0.0035119994","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-01","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-10","2023","10","48.2161264709","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-14","2023","10","7.7632758066","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-15","2023","10","13.3300708557","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-16","2023","10","0.1478460711","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-17","2023","10","36.4619345046","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-18","2023","10","18.5291038288","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-23","2023","10","0.0483087195","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-24","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-25","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-26","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-29","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Jammu","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-01","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-08","2023","10","0.0026075593","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-10","2023","10","20.7932576287","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-11","2023","10","0.091630445","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-13","2023","10","0.0107960377","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-14","2023","10","2.0383582022","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-15","2023","10","19.6454069398","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-16","2023","10","1.2630404316","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-17","2023","10","19.4812396699","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-18","2023","10","4.6976398845","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-21","2023","10","0.0020312295","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-23","2023","10","1.1199800378","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-24","2023","10","0.2432271737","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-25","2023","10","0.3446417466","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-26","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-28","2023","10","0.7278545868","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-29","2023","10","0.1379920918","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-30","2023","10","0.4121696355","NRSC VIC MODEL"
"Jammu & Kashmir","Kathua","2023-10-31","2023","10","0.0579311837","NRSC VIC MODEL"
"Jammu & Kashmir","Kishtwar","2023-10-01","2023","10","0.2596015519","NRSC VIC MODEL"
"Jammu & Kashmir","Kishtwar","2023-10-07","2023","10","0.0003015739","NRSC VIC MODEL"
"Jammu & Kashmir","Kishtwar","2023-10-08","2023","10","0.4270721032","NRSC VIC MODEL"
"Jammu & Kashmir","Kishtwar","2023-10-09","2023","10","0.0446772665","NRSC VIC MODEL"
"Jammu & Kashmir","Kishtwar","2023-10-10","2023","10","10.6901002087","NRSC VIC MODEL"
"Jammu & Kashmir","Kishtwar","2023-10-11","2023","10","0.058912465","NRSC VIC MODEL"
"Jammu & Kashmir","Kishtwar","2023-10-12","2023","10","0.106037313","NRSC VIC MODEL"
"Jammu & Kashmir","Kishtwar","2023-10-13","2023","10","0.0859265681","NRSC VIC MODEL"
"Jammu & Kashmir","Kishtwar","2023-10-14","2023","10","1.6124188047","NRSC VIC MODEL"
"Jammu & Kashmir","Kishtwar","2023-10-15","2023","10","14.2260565502","NRSC VIC MODEL"
"Jammu & Kashmir","Kishtwar","2023-10-16","2023","10","1.1653860886","NRSC VIC MODEL"
"Jammu & Kashmir","Kishtwar","2023-10-17","2023","10","24.3125778248","NRSC VIC MODEL"
"Jammu & Kashmir","Kishtwar","2023-10-18","2023","10","3.790845152","NRSC VIC MODEL"
"Jammu & Kashmir","Kishtwar","2023-10-21","2023","10","0.1387404227","NRSC VIC MODEL"
"Jammu & Kashmir","Kishtwar","2023-10-23","2023","10","1.2004074284","NRSC VIC MODEL"
"Jammu & Kashmir","Kishtwar","2023-10-24","2023","10","0.3514112891","NRSC VIC MODEL"
