"State","District","Date","Year","Month","Avg_rainfall","Agency_name"
"Madhya Pradesh","Ujjain","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Madhya Pradesh","Ujjain","2023-10-16","2023","10","0.0168320412","NRSC VIC MODEL"
"Madhya Pradesh","Ujjain","2023-10-17","2023","10","0.1075417159","NRSC VIC MODEL"
"Madhya Pradesh","Ujjain","2023-10-18","2023","10","0.0018030999","NRSC VIC MODEL"
"Madhya Pradesh","Ujjain","2023-10-21","2023","10","0.0002182453","NRSC VIC MODEL"
"Madhya Pradesh","Ujjain","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Madhya Pradesh","Ujjain","2023-10-24","2023","10","8.896E-5","NRSC VIC MODEL"
"Madhya Pradesh","Ujjain","2023-10-25","2023","10","NA","NRSC VIC MODEL"
"Madhya Pradesh","Ujjain","2023-10-26","2023","10","1.1155E-6","NRSC VIC MODEL"
"Madhya Pradesh","Ujjain","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Madhya Pradesh","Ujjain","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Madhya Pradesh","Ujjain","2023-10-29","2023","10","NA","NRSC VIC MODEL"
"Madhya Pradesh","Ujjain","2023-10-30","2023","10","9.45377E-5","NRSC VIC MODEL"
"Madhya Pradesh","Ujjain","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-01","2023","10","3.8275133281","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-07","2023","10","0.1224907856","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-09","2023","10","0.0419714286","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-12","2023","10","0.0011403188","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-13","2023","10","0.0284039075","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-14","2023","10","0.012462806","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-15","2023","10","0.0809911444","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-16","2023","10","0.0062429203","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-17","2023","10","0.2495504101","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-18","2023","10","0.3263854426","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-21","2023","10","0.0019420836","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-23","2023","10","0.0470971721","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-24","2023","10","0.0101893385","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-25","2023","10","6.292E-6","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-26","2023","10","0.0667168278","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-28","2023","10","0.1606690999","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-29","2023","10","0.0236160611","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-30","2023","10","0.0003384662","NRSC VIC MODEL"
"Madhya Pradesh","Umaria","2023-10-31","2023","10","0.0642024912","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-01","2023","10","NA","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-07","2023","10","0.0005098314","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-09","2023","10","0.0003256752","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-16","2023","10","0.0009245638","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-17","2023","10","0.0440379027","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-18","2023","10","0.0861918801","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-23","2023","10","0.0015746845","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-24","2023","10","0.0001074092","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-25","2023","10","0.0001074092","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-26","2023","10","0.0018415411","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-28","2023","10","0.0076031383","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-29","2023","10","0.0008015047","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-30","2023","10","0.0009300932","NRSC VIC MODEL"
"Madhya Pradesh","Vidisha","2023-10-31","2023","10","0.0012076345","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-01","2023","10","1.944423725","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-07","2023","10","0.0083039801","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-08","2023","10","0.0030030236","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-09","2023","10","0.0446624087","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-14","2023","10","0.029372683","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-15","2023","10","0.0027966306","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-16","2023","10","0.0327375989","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-17","2023","10","0.003659692","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-18","2023","10","0.042692115","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-21","2023","10","0.0429470323","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-24","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-25","2023","10","0.0061622486","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-26","2023","10","0.0002995589","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-27","2023","10","2.08721E-5","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-28","2023","10","0.0160164062","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-29","2023","10","0.00963715","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-30","2023","10","0.0054214204","NRSC VIC MODEL"
"Maharashtra","Ahmednagar","2023-10-31","2023","10","0.0067584422","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-01","2023","10","1.7617353274","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-16","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-17","2023","10","0.0079595019","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-18","2023","10","0.0592263214","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-21","2023","10","0.1162471258","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-24","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-25","2023","10","1.41517E-5","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-26","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-29","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-30","2023","10","2.573E-6","NRSC VIC MODEL"
"Maharashtra","Akola","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-01","2023","10","3.6155461411","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-07","2023","10","0.0013189991","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-14","2023","10","0.0002214608","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-16","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-17","2023","10","0.0141958474","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-18","2023","10","0.1340491797","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-21","2023","10","0.7812960665","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-24","2023","10","7.06054E-5","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-25","2023","10","0.0024961994","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-26","2023","10","0.0001081619","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-29","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-30","2023","10","2.96257E-5","NRSC VIC MODEL"
"Maharashtra","Amravati","2023-10-31","2023","10","5.1554E-5","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-01","2023","10","0.1702694675","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-07","2023","10","0.0077393497","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-08","2023","10","0.0028486857","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-09","2023","10","0.0417219015","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-14","2023","10","0.0263440405","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-15","2023","10","0.0055400463","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-16","2023","10","0.02515055","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-17","2023","10","0.0284945055","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-18","2023","10","0.0374689988","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-21","2023","10","0.8427518237","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-24","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-25","2023","10","0.0051753976","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-26","2023","10","8.96E-8","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-27","2023","10","0.0009014788","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-28","2023","10","0.0151005553","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-29","2023","10","0.0074877263","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-30","2023","10","0.1369180909","NRSC VIC MODEL"
"Maharashtra","Aurangabad","2023-10-31","2023","10","0.0063780309","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-01","2023","10","0.0032974468","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-15","2023","10","0.0005825393","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-16","2023","10","0.025753558","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-17","2023","10","0.0014491314","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-18","2023","10","0.0088535146","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-21","2023","10","1.2724E-6","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-24","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-25","2023","10","2.4713E-6","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-26","2023","10","1.07399E-5","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-27","2023","10","2.54484E-5","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-29","2023","10","3.0E-10","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-30","2023","10","0.0027784842","NRSC VIC MODEL"
"Maharashtra","Beed","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-01","2023","10","5.9922588981","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-07","2023","10","0.0057798471","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-08","2023","10","2.58973E-5","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-09","2023","10","0.0004554354","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-13","2023","10","0.0003036236","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-14","2023","10","0.0026955825","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-16","2023","10","0.0029037528","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-17","2023","10","0.0048770008","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-18","2023","10","0.0038632842","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-21","2023","10","0.0004648828","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-23","2023","10","0.0038703184","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-24","2023","10","0.0069171875","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-25","2023","10","0.0015881685","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-26","2023","10","0.0082473356","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-28","2023","10","0.0053416804","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-29","2023","10","0.0029896043","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-30","2023","10","0.004283751","NRSC VIC MODEL"
"Maharashtra","Bhandara","2023-10-31","2023","10","0.0075579956","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-01","2023","10","0.0564080988","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-07","2023","10","2.76288E-5","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-16","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-17","2023","10","0.016509743","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-18","2023","10","0.2062947985","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-21","2023","10","0.0360922403","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-23","2023","10","9.75442E-5","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-24","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-25","2023","10","2.787E-6","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-26","2023","10","0.0001406175","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-29","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-30","2023","10","1.69822E-5","NRSC VIC MODEL"
"Maharashtra","Buldhana","2023-10-31","2023","10","4.46211E-5","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-01","2023","10","0.3599232167","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-07","2023","10","0.0010931554","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-08","2023","10","0.0100278065","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-14","2023","10","2.7909E-6","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-15","2023","10","6.74284E-5","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-16","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-17","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-18","2023","10","0.0009398433","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-21","2023","10","1.57753E-5","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-23","2023","10","0.002055848","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-24","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-25","2023","10","3.13797E-5","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-26","2023","10","0.0009866308","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-28","2023","10","0.064715392","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-29","2023","10","2.7909E-6","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-30","2023","10","0.0001594305","NRSC VIC MODEL"
"Maharashtra","Chandrapur","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-01","2023","10","0.0935809751","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-08","2023","10","1.163E-5","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-11","2023","10","3.8767E-6","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-13","2023","10","4.56062E-5","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-14","2023","10","2.28031E-5","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-15","2023","10","0.0040256384","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-16","2023","10","0.1205811685","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-17","2023","10","1.3002228103","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-18","2023","10","0.0023943237","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-21","2023","10","0.274431643","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-24","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-25","2023","10","0.0017375765","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-26","2023","10","1.93834E-5","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-28","2023","10","3.87668E-5","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-29","2023","10","3.8767E-6","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-30","2023","10","0.0002747257","NRSC VIC MODEL"
"Maharashtra","Dhule","2023-10-31","2023","10","2.28031E-5","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-01","2023","10","0.6915640682","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-14","2023","10","1.16251E-5","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-16","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-17","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-18","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-23","2023","10","2.16699E-5","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-24","2023","10","0.0042421912","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-25","2023","10","5.2758E-6","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-26","2023","10","1.16251E-5","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-28","2023","10","1.16251E-5","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-29","2023","10","1.16251E-5","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-30","2023","10","1.33837E-5","NRSC VIC MODEL"
"Maharashtra","Gadchiroli","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gondia","2023-10-01","2023","10","8.7481117744","NRSC VIC MODEL"
"Maharashtra","Gondia","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gondia","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gondia","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gondia","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gondia","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gondia","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gondia","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gondia","2023-10-14","2023","10","8.91251E-5","NRSC VIC MODEL"
"Maharashtra","Gondia","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gondia","2023-10-16","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gondia","2023-10-17","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gondia","2023-10-18","2023","10","5.39591E-5","NRSC VIC MODEL"
"Maharashtra","Gondia","2023-10-21","2023","10","7.7084E-6","NRSC VIC MODEL"
"Maharashtra","Gondia","2023-10-23","2023","10","0.0037290811","NRSC VIC MODEL"
"Maharashtra","Gondia","2023-10-24","2023","10","0.0208204699","NRSC VIC MODEL"
"Maharashtra","Gondia","2023-10-25","2023","10","2.61767E-5","NRSC VIC MODEL"
"Maharashtra","Gondia","2023-10-26","2023","10","6.29484E-5","NRSC VIC MODEL"
"Maharashtra","Gondia","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Maharashtra","Gondia","2023-10-28","2023","10","0.0011140389","NRSC VIC MODEL"
"Maharashtra","Gondia","2023-10-29","2023","10","8.91251E-5","NRSC VIC MODEL"
